1,2,3,4,5,6,7,8,9,resultado
x,x,o,x,o,b,o,x,o,negativo
x,x,o,x,o,b,o,o,x,negativo
x,x,o,x,o,b,o,b,b,negativo
x,x,o,x,b,x,o,o,o,negativo
x,x,o,x,b,o,o,x,o,negativo
x,x,o,x,b,o,b,b,o,negativo
x,x,o,o,x,o,x,b,o,negativo
x,x,o,o,o,x,o,x,b,negativo
x,x,o,o,o,x,o,b,x,negativo
x,x,o,o,o,o,x,x,b,negativo
x,x,o,o,o,o,x,b,x,negativo
x,x,o,o,o,o,b,x,x,negativo
x,x,o,o,o,b,o,x,x,negativo
x,x,o,o,b,o,x,x,o,negativo
x,x,o,b,x,x,o,o,o,negativo
x,x,o,b,x,o,x,o,o,negativo
x,x,o,b,x,o,b,b,o,negativo
x,x,o,b,o,x,o,x,o,negativo
x,x,o,b,o,x,o,o,x,negativo
x,x,o,b,o,x,o,b,b,negativo
x,x,o,b,o,o,x,x,o,negativo
x,x,o,b,o,o,o,x,x,negativo
x,x,o,b,o,b,o,x,b,negativo
x,x,o,b,o,b,o,b,x,negativo
x,x,o,b,b,o,x,b,o,negativo
x,x,o,b,b,o,b,x,o,negativo
x,x,b,x,x,o,o,o,o,negativo
x,x,b,x,o,x,o,o,o,negativo
x,x,b,x,b,b,o,o,o,negativo
x,x,b,o,x,x,o,o,o,negativo
x,x,b,o,o,o,x,x,o,negativo
x,x,b,o,o,o,x,o,x,negativo
x,x,b,o,o,o,x,b,b,negativo
x,x,b,o,o,o,o,x,x,negativo
x,x,b,o,o,o,b,x,b,negativo
x,x,b,o,o,o,b,b,x,negativo
x,x,b,b,x,b,o,o,o,negativo
x,x,b,b,b,x,o,o,o,negativo
x,o,x,x,x,b,o,o,o,negativo
x,o,x,x,o,x,o,o,b,negativo
x,o,x,x,o,x,b,o,o,negativo
x,o,x,x,o,o,b,o,x,negativo
x,o,x,x,o,b,o,o,x,negativo
x,o,x,x,o,b,b,o,b,negativo
x,o,x,x,b,x,o,o,o,negativo
x,o,x,o,o,x,x,o,b,negativo
x,o,x,o,o,o,x,x,b,negativo
x,o,x,o,o,o,x,b,x,negativo
x,o,x,o,o,o,b,x,x,negativo
x,o,x,o,o,b,x,o,x,negativo
x,o,x,b,x,x,o,o,o,negativo
x,o,x,b,o,x,x,o,o,negativo
x,o,x,b,o,x,b,o,b,negativo
x,o,x,b,o,o,x,o,x,negativo
x,o,x,b,o,b,x,o,b,negativo
x,o,x,b,o,b,b,o,x,negativo
x,o,o,x,x,o,b,x,o,negativo
x,o,o,x,o,x,o,x,b,negativo
x,o,o,x,o,x,o,b,x,negativo
x,o,o,x,o,x,b,o,x,negativo
x,o,o,x,o,b,o,x,x,negativo
x,o,o,b,x,o,x,x,o,negativo
x,o,o,b,o,x,x,o,x,negativo
x,o,o,b,o,x,o,x,x,negativo
x,o,b,x,o,x,o,o,x,negativo
x,o,b,x,o,x,b,o,b,negativo
x,o,b,x,o,b,b,o,x,negativo
x,o,b,o,o,x,x,o,x,negativo
x,o,b,b,o,x,x,o,b,negativo
x,o,b,b,o,x,b,o,x,negativo
x,o,b,b,o,b,x,o,x,negativo
x,b,x,x,x,o,o,o,o,negativo
x,b,x,x,o,x,o,o,o,negativo
x,b,x,x,b,b,o,o,o,negativo
x,b,x,o,x,x,o,o,o,negativo
x,b,x,o,o,o,x,x,o,negativo
x,b,x,o,o,o,x,o,x,negativo
x,b,x,o,o,o,x,b,b,negativo
x,b,x,o,o,o,o,x,x,negativo
x,b,x,o,o,o,b,x,b,negativo
x,b,x,o,o,o,b,b,x,negativo
x,b,x,b,x,b,o,o,o,negativo
x,b,x,b,b,x,o,o,o,negativo
x,b,o,x,x,o,o,x,o,negativo
x,b,o,x,x,o,b,b,o,negativo
x,b,o,x,o,x,o,x,o,negativo
x,b,o,x,o,x,o,o,x,negativo
x,b,o,x,o,x,o,b,b,negativo
x,b,o,x,o,o,o,x,x,negativo
x,b,o,x,o,b,o,x,b,negativo
x,b,o,x,o,b,o,b,x,negativo
x,b,o,x,b,o,b,x,o,negativo
x,b,o,o,x,o,x,x,o,negativo
x,b,o,o,o,x,o,x,x,negativo
x,b,o,b,x,o,x,b,o,negativo
x,b,o,b,x,o,b,x,o,negativo
x,b,o,b,o,x,o,x,b,negativo
x,b,o,b,o,x,o,b,x,negativo
x,b,o,b,o,b,o,x,x,negativo
x,b,o,b,b,o,x,x,o,negativo
x,b,b,x,x,b,o,o,o,negativo
x,b,b,x,b,x,o,o,o,negativo
x,b,b,o,o,o,x,x,b,negativo
x,b,b,o,o,o,x,b,x,negativo
x,b,b,o,o,o,b,x,x,negativo
x,b,b,b,x,x,o,o,o,negativo
o,x,x,x,x,b,o,o,o,negativo
o,x,x,x,o,x,o,b,o,negativo
o,x,x,x,o,x,b,o,o,negativo
o,x,x,x,o,o,x,b,o,negativo
o,x,x,x,o,o,b,x,o,negativo
o,x,x,x,o,b,x,o,o,negativo
o,x,x,x,o,b,o,x,o,negativo
o,x,x,x,o,b,b,b,o,negativo
o,x,x,x,b,x,o,o,o,negativo
o,x,x,o,x,x,o,o,b,negativo
o,x,x,o,x,x,o,b,o,negativo
o,x,x,o,x,o,o,b,x,negativo
o,x,x,o,x,b,o,o,x,negativo
o,x,x,o,x,b,o,b,b,negativo
o,x,x,o,o,x,x,b,o,negativo
o,x,x,o,o,x,o,x,b,negativo
o,x,x,o,o,x,b,x,o,negativo
o,x,x,o,o,o,x,x,b,negativo
o,x,x,o,o,o,x,b,x,negativo
o,x,x,o,o,o,b,x,x,negativo
o,x,x,o,o,b,x,x,o,negativo
o,x,x,o,o,b,o,x,x,negativo
o,x,x,o,b,x,o,x,o,negativo
o,x,x,o,b,x,o,b,b,negativo
o,x,x,o,b,o,o,x,x,negativo
o,x,x,o,b,b,o,x,b,negativo
o,x,x,o,b,b,o,b,x,negativo
o,x,x,b,x,x,o,o,o,negativo
o,x,x,b,o,x,x,o,o,negativo
o,x,x,b,o,x,o,x,o,negativo
o,x,x,b,o,x,b,b,o,negativo
o,x,x,b,o,o,x,x,o,negativo
o,x,x,b,o,b,x,b,o,negativo
o,x,x,b,o,b,b,x,o,negativo
o,x,o,x,x,o,x,b,o,negativo
o,x,o,x,o,x,x,b,o,negativo
o,x,o,x,o,x,o,x,b,negativo
o,x,o,x,o,x,o,b,x,negativo
o,x,o,x,o,x,b,x,o,negativo
o,x,o,x,o,b,x,x,o,negativo
o,x,o,x,o,b,o,x,x,negativo
o,x,o,x,b,o,x,x,o,negativo
o,x,o,o,x,x,o,b,x,negativo
o,x,o,o,b,x,o,x,x,negativo
o,x,o,b,o,x,x,x,o,negativo
o,x,o,b,o,x,o,x,x,negativo
o,x,b,x,o,x,x,o,o,negativo
o,x,b,x,o,x,o,x,o,negativo
o,x,b,x,o,x,b,b,o,negativo
o,x,b,x,o,o,x,x,o,negativo
o,x,b,x,o,b,x,b,o,negativo
o,x,b,x,o,b,b,x,o,negativo
o,x,b,o,x,x,o,o,x,negativo
o,x,b,o,x,x,o,b,b,negativo
o,x,b,o,x,b,o,b,x,negativo
o,x,b,o,o,x,x,x,o,negativo
o,x,b,o,o,x,o,x,x,negativo
o,x,b,o,b,x,o,x,b,negativo
o,x,b,o,b,x,o,b,x,negativo
o,x,b,o,b,b,o,x,x,negativo
o,x,b,b,o,x,x,b,o,negativo
o,x,b,b,o,x,b,x,o,negativo
o,x,b,b,o,b,x,x,o,negativo
o,o,x,x,o,x,x,o,b,negativo
o,o,x,x,o,x,x,b,o,negativo
o,o,x,x,o,x,b,x,o,negativo
o,o,x,x,o,b,x,x,o,negativo
o,o,x,x,o,b,x,o,x,negativo
o,o,x,o,x,x,o,x,b,negativo
o,o,x,o,x,b,o,x,x,negativo
o,o,x,b,o,x,x,x,o,negativo
o,o,o,x,x,o,x,x,b,negativo
o,o,o,x,x,o,x,b,x,negativo
o,o,o,x,x,o,b,x,x,negativo
o,o,o,x,x,b,x,x,o,negativo
o,o,o,x,x,b,x,o,x,negativo
o,o,o,x,x,b,x,b,b,negativo
o,o,o,x,x,b,o,x,x,negativo
o,o,o,x,x,b,b,x,b,negativo
o,o,o,x,x,b,b,b,x,negativo
o,o,o,x,o,x,x,x,b,negativo
o,o,o,x,o,x,x,b,x,negativo
o,o,o,x,o,x,b,x,x,negativo
o,o,o,x,b,x,x,x,o,negativo
o,o,o,x,b,x,x,o,x,negativo
o,o,o,x,b,x,x,b,b,negativo
o,o,o,x,b,x,o,x,x,negativo
o,o,o,x,b,x,b,x,b,negativo
o,o,o,x,b,x,b,b,x,negativo
o,o,o,x,b,b,x,x,b,negativo
o,o,o,x,b,b,x,b,x,negativo
o,o,o,x,b,b,b,x,x,negativo
o,o,o,o,x,x,x,x,b,negativo
o,o,o,o,x,x,x,b,x,negativo
o,o,o,o,x,x,b,x,x,negativo
o,o,o,b,x,x,x,x,o,negativo
o,o,o,b,x,x,x,o,x,negativo
o,o,o,b,x,x,x,b,b,negativo
o,o,o,b,x,x,o,x,x,negativo
o,o,o,b,x,x,b,x,b,negativo
o,o,o,b,x,x,b,b,x,negativo
o,o,o,b,x,b,x,x,b,negativo
o,o,o,b,x,b,x,b,x,negativo
o,o,o,b,x,b,b,x,x,negativo
o,o,o,b,b,x,x,x,b,negativo
o,o,o,b,b,x,x,b,x,negativo
o,o,o,b,b,x,b,x,x,negativo
o,o,b,x,o,x,x,x,o,negativo
o,o,b,x,o,x,x,o,x,negativo
o,o,b,o,x,x,o,x,x,negativo
o,b,x,x,o,x,x,o,o,negativo
o,b,x,x,o,x,o,x,o,negativo
o,b,x,x,o,x,b,b,o,negativo
o,b,x,x,o,o,x,x,o,negativo
o,b,x,x,o,b,x,b,o,negativo
o,b,x,x,o,b,b,x,o,negativo
o,b,x,o,x,x,o,x,o,negativo
o,b,x,o,x,x,o,b,b,negativo
o,b,x,o,x,o,o,x,x,negativo
o,b,x,o,x,b,o,x,b,negativo
o,b,x,o,x,b,o,b,x,negativo
o,b,x,o,o,x,x,x,o,negativo
o,b,x,o,b,x,o,x,b,negativo
o,b,x,o,b,b,o,x,x,negativo
o,b,x,b,o,x,x,b,o,negativo
o,b,x,b,o,x,b,x,o,negativo
o,b,x,b,o,b,x,x,o,negativo
o,b,o,x,x,o,x,x,o,negativo
o,b,o,x,o,x,x,x,o,negativo
o,b,o,x,o,x,o,x,x,negativo
o,b,o,o,x,x,o,x,x,negativo
o,b,b,x,o,x,x,b,o,negativo
o,b,b,x,o,x,b,x,o,negativo
o,b,b,x,o,b,x,x,o,negativo
o,b,b,o,x,x,o,x,b,negativo
o,b,b,o,x,x,o,b,x,negativo
o,b,b,o,x,b,o,x,x,negativo
o,b,b,o,b,x,o,x,x,negativo
o,b,b,b,o,x,x,x,o,negativo
b,x,x,x,x,o,o,o,o,negativo
b,x,x,x,o,x,o,o,o,negativo
b,x,x,x,b,b,o,o,o,negativo
b,x,x,o,x,x,o,o,o,negativo
b,x,x,o,o,o,x,x,o,negativo
b,x,x,o,o,o,x,o,x,negativo
b,x,x,o,o,o,x,b,b,negativo
b,x,x,o,o,o,o,x,x,negativo
b,x,x,o,o,o,b,x,b,negativo
b,x,x,o,o,o,b,b,x,negativo
b,x,x,b,x,b,o,o,o,negativo
b,x,x,b,b,x,o,o,o,negativo
b,x,o,x,x,o,x,o,o,negativo
b,x,o,x,x,o,b,b,o,negativo
b,x,o,x,o,x,o,x,o,negativo
b,x,o,x,o,x,o,o,x,negativo
b,x,o,x,o,x,o,b,b,negativo
b,x,o,x,o,o,x,x,o,negativo
b,x,o,x,o,o,o,x,x,negativo
b,x,o,x,o,b,o,x,b,negativo
b,x,o,x,o,b,o,b,x,negativo
b,x,o,x,b,o,x,b,o,negativo
b,x,o,x,b,o,b,x,o,negativo
b,x,o,o,o,x,o,x,x,negativo
b,x,o,b,x,o,x,b,o,negativo
b,x,o,b,o,x,o,x,b,negativo
b,x,o,b,o,x,o,b,x,negativo
b,x,o,b,o,b,o,x,x,negativo
b,x,o,b,b,o,x,x,o,negativo
b,x,b,x,x,b,o,o,o,negativo
b,x,b,x,b,x,o,o,o,negativo
b,x,b,o,o,o,x,x,b,negativo
b,x,b,o,o,o,x,b,x,negativo
b,x,b,o,o,o,b,x,x,negativo
b,x,b,b,x,x,o,o,o,negativo
b,o,x,x,o,x,x,o,o,negativo
b,o,x,x,o,x,b,o,b,negativo
b,o,x,x,o,o,x,o,x,negativo
b,o,x,x,o,b,x,o,b,negativo
b,o,x,x,o,b,b,o,x,negativo
b,o,x,b,o,x,x,o,b,negativo
b,o,x,b,o,b,x,o,x,negativo
b,o,o,x,x,o,x,x,o,negativo
b,o,o,x,o,x,x,o,x,negativo
b,o,o,x,o,x,o,x,x,negativo
b,o,b,x,o,x,x,o,b,negativo
b,o,b,x,o,x,b,o,x,negativo
b,o,b,x,o,b,x,o,x,negativo
b,o,b,b,o,x,x,o,x,negativo
b,b,x,x,x,b,o,o,o,negativo
b,b,x,x,b,x,o,o,o,negativo
b,b,x,o,o,o,x,x,b,negativo
b,b,x,o,o,o,x,b,x,negativo
b,b,x,o,o,o,b,x,x,negativo
b,b,x,b,x,x,o,o,o,negativo
b,b,o,x,x,o,x,b,o,negativo
b,b,o,x,x,o,b,x,o,negativo
b,b,o,x,o,x,o,x,b,negativo
b,b,o,x,o,x,o,b,x,negativo
b,b,o,x,o,b,o,x,x,negativo
b,b,o,x,b,o,x,x,o,negativo
b,b,o,b,x,o,x,x,o,negativo
b,b,o,b,o,x,o,x,x,negativo
x,x,o,o,x,x,x,o,o,negativo
x,x,o,o,o,x,x,x,o,negativo
x,x,o,o,o,x,x,o,x,negativo
x,o,x,x,x,o,o,x,o,negativo
x,o,x,x,o,x,o,x,o,negativo
x,o,x,x,o,o,o,x,x,negativo
x,o,x,o,x,x,o,x,o,negativo
x,o,x,o,o,x,x,x,o,negativo
x,o,o,o,x,x,x,x,o,negativo
o,x,x,x,x,o,o,o,x,negativo
o,x,x,x,o,o,x,o,x,negativo
o,x,x,x,o,o,o,x,x,negativo
o,x,o,x,x,o,x,o,x,negativo
o,x,o,x,o,x,x,o,x,negativo
o,x,o,o,x,x,x,o,x,negativo
o,o,x,x,x,o,o,x,x,negativo
